1.236536440400942993e+01,-5.378118473719363379e+01
-1.536694568935059912e+01,2.470304019670106044e+01
-2.252070826181214258e+01,4.494864934251754818e+01
8.967300244118233010e+00,-4.416444415673396406e+01
-1.192903677791039030e+01,1.497353640133141361e+01
1.594633151011969474e+01,-6.391555244369522626e+01
-1.387783602036826203e+01,8.913678390909724669e+01
6.039053343015026343e+01,1.158848473190399631e+02
-8.039580692307440302e+01,1.390076570690748969e+00
-6.311127086468259506e+01,-4.694063956664108872e+01
-6.956781756271873007e+01,-2.879325930872762029e+01
6.708170656817317479e+01,9.727800985655663624e+01
1.669724715728132125e+01,7.900016685360957069e+01
-7.149018043200190853e+00,7.070424913005197709e+01
7.418488887675187016e+01,7.406954184789198870e+00
2.275619006971124847e+01,-1.157398729321211839e+01
3.309384317276240495e+01,-7.758639187573671769e+00
3.984651890433559629e+01,-5.266409248764415629e+00
-8.650822746133758301e+01,1.843406543222720728e+01
8.091095262592799031e+01,-1.120182908613993433e+01
7.409532694606905068e+01,3.768699918479991595e+01
3.019845782996361194e+01,2.132448843643029690e+01
2.948713891695717848e+01,-3.014001683785228636e+01
6.752078424295970649e+01,5.593695179012247110e+01
3.009457551278676490e+01,4.258457517468220743e+01
3.671727067781936693e+00,7.463451028443058988e+01
1.266259040853675799e+01,-1.001648440402465212e+02
-4.935709876857303868e+01,-9.521439908360251536e+01
9.735956894562079356e+00,-6.610333554489939445e+01
-5.375115389144260014e+00,-4.912628602061309380e+01
-2.609217196651968607e+01,9.773103810540249015e+00
