3.984346679687500000e+03,1.726321899414062500e+03
3.987610839843750000e+03,1.718193847656250000e+03
3.988736816406250000e+03,1.715831665039062500e+03
3.989236572265625000e+03,1.718877075195312500e+03
3.990211425781250000e+03,1.716353515625000000e+03
3.991489013671875000e+03,1.708869140625000000e+03
4.004262695312500000e+03,1.679491333007812500e+03
4.004394531250000000e+03,1.737252441406250000e+03
4.005206298828125000e+03,1.735221313476562500e+03
4.007271484375000000e+03,1.671752075195312500e+03
4.008375244140625000e+03,1.669195312500000000e+03
4.008824707031250000e+03,1.672578125000000000e+03
4.009925781250000000e+03,1.669870361328125000e+03
4.011442138671875000e+03,1.661533691406250000e+03
4.024176513671875000e+03,1.632011840820312500e+03
4.027099365234375000e+03,1.624396118164062500e+03
4.027887207031250000e+03,1.614456054687500000e+03
4.028097656250000000e+03,1.622596313476562500e+03
4.028737304687500000e+03,1.625083618164062500e+03
4.029710937500000000e+03,1.622440673828125000e+03
4.044490966796875000e+03,1.731231933593750000e+03
4.044982177734375000e+03,1.719888183593750000e+03
4.046173828125000000e+03,1.755260009765625000e+03
4.046500732421875000e+03,1.732143310546875000e+03
4.048239990234375000e+03,1.712279174804687500e+03
4.048723144531250000e+03,1.743781738281250000e+03
4.048797119140625000e+03,1.721520019531250000e+03
4.049708984375000000e+03,1.741321411132812500e+03
4.050609375000000000e+03,1.744596679687500000e+03
4.051012207031250000e+03,1.722291259765625000e+03
4.051579833984375000e+03,1.742188964843750000e+03
4.052056152343750000e+03,1.713914062500000000e+03
4.052952880859375000e+03,1.799985961914062500e+03
4.054301757812500000e+03,1.735804931640625000e+03
4.057119140625000000e+03,1.701511352539062500e+03
4.058675048828125000e+03,1.725511474609375000e+03
4.060581542968750000e+03,1.782344360351562500e+03
4.064594726562500000e+03,1.684039794921875000e+03
4.066083496093750000e+03,1.670084106445312500e+03
4.068343750000000000e+03,1.697331542968750000e+03
4.069287109375000000e+03,1.662326782226562500e+03
4.069614746093750000e+03,1.694536132812500000e+03
4.069776123046875000e+03,1.671606811523437500e+03
4.070273925781250000e+03,1.698151123046875000e+03
4.070634765625000000e+03,1.786562255859375000e+03
4.071507568359375000e+03,1.695517333984375000e+03
4.071776855468750000e+03,1.777630615234375000e+03
4.072990234375000000e+03,1.663858520507812500e+03
4.074071777343750000e+03,1.778623657226562500e+03
4.074626708984375000e+03,1.788290161132812500e+03
4.074876953125000000e+03,1.788513549804687500e+03
4.076281005859375000e+03,1.784468383789062500e+03
4.076308837890625000e+03,1.784892333984375000e+03
4.076393554687500000e+03,1.665412963867187500e+03
4.076818359375000000e+03,1.654062622070312500e+03
4.080791259765625000e+03,1.655266967773437500e+03
4.081937988281250000e+03,1.754150878906250000e+03
4.082886962890625000e+03,1.668159667968750000e+03
4.084292724609375000e+03,1.755170043945312500e+03
4.084497802734375000e+03,1.788026611328125000e+03
4.084553710937500000e+03,1.792644165039062500e+03
4.084735595703125000e+03,1.645814819335937500e+03
4.085966064453125000e+03,1.788896362304687500e+03
4.087214355468750000e+03,1.658046630859375000e+03
4.089298828125000000e+03,1.612674194335937500e+03
4.089431152343750000e+03,1.623200317382812500e+03
4.089712158203125000e+03,1.759205444335937500e+03
4.090343261718750000e+03,1.758821044921875000e+03
4.091303710937500000e+03,1.648448608398437500e+03
4.093224853515625000e+03,1.727721069335937500e+03
4.095245849609375000e+03,1.701766235351562500e+03
4.095664062500000000e+03,1.761632080078125000e+03
4.095703857421875000e+03,1.728792968750000000e+03
4.097634765625000000e+03,1.761961059570312500e+03
4.100123046875000000e+03,1.756183349609375000e+03
4.100359863281250000e+03,1.735568603515625000e+03
4.101086425781250000e+03,1.709548339843750000e+03
4.102917480468750000e+03,1.683892700195312500e+03
4.103554199218750000e+03,1.710616455078125000e+03
4.105348632812500000e+03,1.706465576171875000e+03
4.111653808593750000e+03,1.709193237304687500e+03
4.125036132812500000e+03,1.831029663085937500e+03
4.132516113281250000e+03,1.813406738281250000e+03
4.135867187500000000e+03,1.771858642578125000e+03
4.143496093750000000e+03,1.754152465820312500e+03
4.145574707031250000e+03,1.723367553710937500e+03
4.153246093750000000e+03,1.705495117187500000e+03
